date,store_nbr,sales
2013-01-04,26,3538.449
2013-01-04,27,4586.466001
2013-01-04,28,2615.6449939999998
2013-01-04,29,0.0
2013-01-04,30,1987.33
2013-01-04,31,6107.636
2013-01-04,32,2705.5009959999998
2013-01-04,33,4282.112
2013-01-04,34,6100.120001
2013-01-04,35,2406.925001
2013-01-04,36,0.0
2013-01-04,37,8954.49001
2013-01-04,38,7433.773
2013-01-04,39,5605.4980000000005
2013-01-04,40,3838.027
2013-01-04,41,3581.132004
2013-01-04,42,0.0
2013-01-04,43,5499.704
2013-01-04,44,22795.799
2013-01-04,45,19936.19504
2013-01-04,46,17073.06408
2013-01-04,47,18982.00897
2013-01-04,48,15276.803001
2013-01-04,49,10284.566
2013-01-04,50,12147.44
2013-01-04,51,12452.326
2013-01-04,52,0.0
2013-01-04,53,0.0
2013-01-04,54,3266.966
2013-01-05,1,6318.7850100000005
2013-01-05,2,9539.566
2013-01-05,3,22700.872005
2013-01-05,4,9948.383
2013-01-05,5,8192.598
2013-01-05,6,12431.68904
2013-01-05,7,8610.605999
2013-01-05,8,14277.69902
2013-01-05,9,13057.11
2013-01-05,10,5409.7850100000005
2013-01-05,11,14763.048999999999
2013-01-05,12,4818.668000000001
2013-01-05,13,6465.232
2013-01-05,14,7974.621
2013-01-05,15,5694.056
2013-01-05,16,6014.655
2013-01-05,17,7557.546
2013-01-05,18,6510.638
2013-01-05,19,6363.821023
2013-01-05,20,0.0
2013-01-05,21,0.0
2013-01-05,22,0.0
2013-01-05,23,6041.002
2013-01-05,24,12031.90902
2013-01-05,25,5817.526005
2013-01-05,26,5503.186
2013-01-05,27,6731.607015
2013-01-05,28,5939.6320000000005
2013-01-05,29,0.0
2013-01-05,30,2811.187998
2013-01-05,31,5875.18901
2013-01-05,32,2623.645
2013-01-05,33,5981.775000000001
2013-01-05,34,7189.4060039999995
2013-01-05,35,2981.362
2013-01-05,36,0.0
2013-01-05,37,11268.065
2013-01-05,38,9842.551011
2013-01-05,39,9256.675
2013-01-05,40,5314.727
2013-01-05,41,4694.56
2013-01-05,42,0.0
2013-01-05,43,4328.885
2013-01-05,44,31382.508
2013-01-05,45,27104.223034000002
2013-01-05,46,27231.19803
2013-01-05,47,26996.263995
2013-01-05,48,22876.474
2013-01-05,49,13506.025
2013-01-05,50,17930.364
2013-01-05,51,15046.247
2013-01-05,52,0.0
2013-01-05,53,0.0
2013-01-05,54,4394.549
2013-01-06,1,2199.087
2013-01-06,2,10322.387999999999
2013-01-06,3,25343.62
2013-01-06,4,11679.692
2013-01-06,5,10843.23203
2013-01-06,6,16533.561996
2013-01-06,7,8770.658
2013-01-06,8,14425.47098
2013-01-06,9,15936.53
2013-01-06,10,5722.05301
2013-01-06,11,15739.27605
2013-01-06,12,5762.309
2013-01-06,13,4551.895
2013-01-06,14,4856.513019999999
2013-01-06,15,5224.989995
2013-01-06,16,7543.599
2013-01-06,17,7420.16
2013-01-06,18,7336.31
2013-01-06,19,4313.378005
2013-01-06,20,0.0
2013-01-06,21,0.0
2013-01-06,22,0.0
2013-01-06,23,5231.643
2013-01-06,24,11025.586
2013-01-06,25,3201.695
2013-01-06,26,5584.28999
2013-01-06,27,8491.491
2013-01-06,28,7467.1759999999995
2013-01-06,29,0.0
2013-01-06,30,2843.072
2013-01-06,31,7957.275
2013-01-06,32,2626.7469965
2013-01-06,33,7484.563
2013-01-06,34,6738.950999
2013-01-06,35,2485.15
2013-01-06,36,0.0
2013-01-06,37,9288.223
2013-01-06,38,11317.935
2013-01-06,39,8925.654
2013-01-06,40,5014.7370005
2013-01-06,41,6589.42
2013-01-06,42,0.0
2013-01-06,43,4978.98699
2013-01-06,44,36069.345
2013-01-06,45,31532.03802
2013-01-06,46,34434.427
2013-01-06,47,31646.35698
2013-01-06,48,28802.994020000002
2013-01-06,49,16539.775996
2013-01-06,50,16832.68102
2013-01-06,51,15730.16899
2013-01-06,52,0.0
2013-01-06,53,0.0
2013-01-06,54,6330.296
2013-01-07,1,6150.924
2013-01-07,2,6675.9710000000005
2013-01-07,3,17036.253
2013-01-07,4,6748.196
2013-01-07,5,6468.321
2013-01-07,6,8414.77698
2013-01-07,7,9551.40902
2013-01-07,8,9755.461
2013-01-07,9,8951.149
2013-01-07,10,4161.966
2013-01-07,11,10902.779
2013-01-07,12,3911.49199
2013-01-07,13,4012.964998
2013-01-07,14,5577.955
2013-01-07,15,4923.905
2013-01-07,16,4826.401
2013-01-07,17,5841.219
2013-01-07,18,4451.043
2013-01-07,19,3858.209
2013-01-07,20,0.0
2013-01-07,21,0.0
2013-01-07,22,0.0
2013-01-07,23,6875.7411
2013-01-07,24,8372.484
2013-01-07,25,2783.977996
2013-01-07,26,3356.073
2013-01-07,27,4832.523
2013-01-07,28,3665.54
2013-01-07,29,0.0
2013-01-07,30,2350.539002
2013-01-07,31,5112.12699
2013-01-07,32,2338.176
2013-01-07,33,5349.985
2013-01-07,34,6067.254
2013-01-07,35,2094.505999
2013-01-07,36,0.0
2013-01-07,37,7569.456004000001
2013-01-07,38,6264.249
2013-01-07,39,5822.826
2013-01-07,40,4497.295
2013-01-07,41,3292.932
2013-01-07,42,0.0
2013-01-07,43,4309.247
2013-01-07,44,21025.329
2013-01-07,45,17309.963
2013-01-07,46,14835.849
2013-01-07,47,15882.998
2013-01-07,48,12466.907
2013-01-07,49,9865.647
2013-01-07,50,11405.104989
2013-01-07,51,11514.676
2013-01-07,52,0.0
2013-01-07,53,0.0
2013-01-07,54,4641.000998
2013-01-08,1,5597.181
2013-01-08,2,6109.56701
2013-01-08,3,14220.417
2013-01-08,4,6017.6140000000005
2013-01-08,5,6427.859
2013-01-08,6,7816.339
2013-01-08,7,8200.948998
2013-01-08,8,8281.571
2013-01-08,9,9334.92598
2013-01-08,10,3716.11
2013-01-08,11,10182.083
2013-01-08,12,5997.883
2013-01-08,13,3891.6859999999997
2013-01-08,14,5424.656
2013-01-08,15,4450.317
2013-01-08,16,4582.702
2013-01-08,17,5060.767
2013-01-08,18,4233.012
2013-01-08,19,4517.112004
2013-01-08,20,0.0
2013-01-08,21,0.0
2013-01-08,22,0.0
2013-01-08,23,4231.89099
2013-01-08,24,8583.859975
2013-01-08,25,2884.284
2013-01-08,26,3161.467
2013-01-08,27,4575.527002
2013-01-08,28,3826.118
2013-01-08,29,0.0
2013-01-08,30,2104.2
2013-01-08,31,4823.2
2013-01-08,32,1983.456
2013-01-08,33,4684.521
2013-01-08,34,5519.704
2013-01-08,35,2113.619
2013-01-08,36,0.0
2013-01-08,37,7041.2300000000005
2013-01-08,38,5020.822
2013-01-08,39,6587.149
2013-01-08,40,4646.0650000000005
2013-01-08,41,3685.283003
2013-01-08,42,0.0
2013-01-08,43,3903.739001
2013-01-08,44,33993.257
2013-01-08,45,14230.149
2013-01-08,46,12684.898009999999
2013-01-08,47,13098.627999999999
2013-01-08,48,10014.948999
2013-01-08,49,7403.504
2013-01-08,50,10323.583
2013-01-08,51,10525.460009
2013-01-08,52,0.0
2013-01-08,53,0.0
2013-01-08,54,2634.464
2013-01-09,1,6808.57899
2013-01-09,2,6740.51602
2013-01-09,3,14735.148
2013-01-09,4,5867.883
2013-01-09,5,6057.108
2013-01-09,6,7923.974
2013-01-09,7,7268.615998
2013-01-09,8,9759.066
2013-01-09,9,7193.351
2013-01-09,10,3108.796999
2013-01-09,11,9405.815
2013-01-09,12,3375.408
2013-01-09,13,3485.425
2013-01-09,14,4927.542
2013-01-09,15,3580.164
2013-01-09,16,4354.33
2013-01-09,17,4797.267
2013-01-09,18,3742.55
2013-01-09,19,3397.542
2013-01-09,20,0.0
2013-01-09,21,0.0
2013-01-09,22,0.0
2013-01-09,23,7407.798000000001
2013-01-09,24,10383.336004
2013-01-09,25,3565.639004
2013-01-09,26,3201.146
2013-01-09,27,4551.224
2013-01-09,28,2634.825004
2013-01-09,29,0.0
2013-01-09,30,2059.614998
2013-01-09,31,3847.1530000000002
2013-01-09,32,1771.796998
2013-01-09,33,4062.958
2013-01-09,34,5364.661
2013-01-09,35,1823.754
2013-01-09,36,0.0
2013-01-09,37,8305.047
2013-01-09,38,6236.67
2013-01-09,39,4473.921004
2013-01-09,40,3339.504
2013-01-09,41,3026.804
2013-01-09,42,0.0
2013-01-09,43,3731.603
2013-01-09,44,21296.042004
2013-01-09,45,15477.24002
2013-01-09,46,11619.177
2013-01-09,47,14781.954
2013-01-09,48,8860.45897
2013-01-09,49,8949.764009999999
2013-01-09,50,9822.025
2013-01-09,51,12751.336995
2013-01-09,52,0.0
2013-01-09,53,0.0
2013-01-09,54,2656.275
2013-01-10,1,4757.715
2013-01-10,2,5565.03601
2013-01-10,3,12222.912
2013-01-10,4,4674.246
2013-01-10,5,5950.81402
2013-01-10,6,5991.661
2013-01-10,7,7210.11902
2013-01-10,8,8642.57699
2013-01-10,9,7173.656
2013-01-10,10,3087.606
2013-01-10,11,9524.259
2013-01-10,12,3434.837
2013-01-10,13,3262.861
2013-01-10,14,4138.838
2013-01-10,15,4116.858999
2013-01-10,16,3497.292
2013-01-10,17,4714.944
2013-01-10,18,4234.049
2013-01-10,19,3295.251004
2013-01-10,20,0.0
2013-01-10,21,0.0
2013-01-10,22,0.0
2013-01-10,23,4044.996
2013-01-10,24,8296.848
2013-01-10,25,2673.933999
2013-01-10,26,3560.259
2013-01-10,27,4091.222
2013-01-10,28,2843.058
2013-01-10,29,0.0
2013-01-10,30,2010.445005
2013-01-10,31,4056.249
2013-01-10,32,2045.384
2013-01-10,33,3212.466
2013-01-10,34,4699.461
2013-01-10,35,1621.572
2013-01-10,36,0.0
2013-01-10,37,6105.349999999999
2013-01-10,38,4742.98099
2013-01-10,39,5583.423
2013-01-10,40,3263.473
2013-01-10,41,2592.2690000000002
2013-01-10,42,0.0
2013-01-10,43,3516.836
2013-01-10,44,15522.82798
2013-01-10,45,10848.866
2013-01-10,46,9848.527
2013-01-10,47,12557.09603
2013-01-10,48,8438.169
2013-01-10,49,6697.649002
2013-01-10,50,8124.36
2013-01-10,51,9939.93
2013-01-10,52,0.0
2013-01-10,53,0.0
2013-01-10,54,2548.82
2013-01-11,1,5494.01598
2013-01-11,2,6459.784982
2013-01-11,3,14997.530999999999
2013-01-11,4,6109.589
2013-01-11,5,6379.973
2013-01-11,6,7516.692
2013-01-11,7,6897.339
2013-01-11,8,10777.610999999999
2013-01-11,9,5777.1359995
2013-01-11,10,3044.623
2013-01-11,11,8173.341
2013-01-11,12,3419.338
2013-01-11,13,3128.2149999999997
2013-01-11,14,4531.390001
2013-01-11,15,3602.580002
2013-01-11,16,3309.806
2013-01-11,17,4156.59901
2013-01-11,18,3393.7329990000003
2013-01-11,19,3936.346
2013-01-11,20,0.0
2013-01-11,21,0.0
2013-01-11,22,0.0
2013-01-11,23,4167.432
2013-01-11,24,9188.096
2013-01-11,25,4794.14799
2013-01-11,26,3222.0950000000003
2013-01-11,27,3763.134002
2013-01-11,28,2568.746006
2013-01-11,29,0.0
2013-01-11,30,1815.917
2013-01-11,31,4162.574
2013-01-11,32,2347.323
2013-01-11,33,4040.15801
2013-01-11,34,6452.344
2013-01-11,35,1693.487
2013-01-11,36,0.0
2013-01-11,37,6795.196
2013-01-11,38,6211.376001
2013-01-11,39,4304.5300019999995
2013-01-11,40,3540.153
2013-01-11,41,3017.431
2013-01-11,42,0.0
2013-01-11,43,4071.888
2013-01-11,44,19738.47498
2013-01-11,45,14211.40106
2013-01-11,46,11766.18899
2013-01-11,47,15506.021
2013-01-11,48,10315.50606
2013-01-11,49,7993.129
2013-01-11,50,8876.27801
2013-01-11,51,11170.111
2013-01-11,52,0.0
2013-01-11,53,0.0
2013-01-11,54,2898.904
2013-01-12,1,5467.78298
2013-01-12,2,8215.0
2013-01-12,3,20103.025
2013-01-12,4,7245.197004
2013-01-12,5,6935.206
2013-01-12,6,10220.597
2013-01-12,7,7179.963
2013-01-12,8,12540.556
2013-01-12,9,10308.324
2013-01-12,10,4186.056
2013-01-12,11,12142.971
2013-01-12,12,4898.574
2013-01-12,13,5361.829989
2013-01-12,14,7193.6449999999995
2013-01-12,15,4787.259
2013-01-12,16,4530.499
2013-01-12,17,6547.829
2013-01-12,18,4802.62601
2013-01-12,19,4824.005
2013-01-12,20,0.0
2013-01-12,21,0.0
2013-01-12,22,0.0
2013-01-12,23,5478.61
2013-01-12,24,10410.881
2013-01-12,25,7036.223
2013-01-12,26,3917.5170200000002
2013-01-12,27,6831.977998
2013-01-12,28,4894.783
2013-01-12,29,0.0
2013-01-12,30,2701.779005
2013-01-12,31,6299.793000000001
2013-01-12,32,2581.3040020000003
2013-01-12,33,5226.362
2013-01-12,34,6645.531
2013-01-12,35,3247.0090065
2013-01-12,36,0.0
2013-01-12,37,8429.15799
2013-01-12,38,8617.246004999999
2013-01-12,39,10403.725
2013-01-12,40,4949.431
2013-01-12,41,4247.38499
2013-01-12,42,0.0
2013-01-12,43,3894.4170010000003
2013-01-12,44,25418.678
2013-01-12,45,22140.054
2013-01-12,46,19544.30902
2013-01-12,47,21611.57298
2013-01-12,48,16388.63599
2013-01-12,49,11364.16001
2013-01-12,50,14671.17098
2013-01-12,51,14567.40803
2013-01-12,52,0.0
2013-01-12,53,0.0
2013-01-12,54,4248.146
2013-01-13,1,2693.878004
2013-01-13,2,10029.188
2013-01-13,3,20230.129
2013-01-13,4,10677.335000000001
2013-01-13,5,9284.70298
2013-01-13,6,14205.98901
2013-01-13,7,8143.62
2013-01-13,8,14227.958015
2013-01-13,9,13268.357
2013-01-13,10,4919.65
2013-01-13,11,12111.49496
2013-01-13,12,5472.143
2013-01-13,13,3922.927
2013-01-13,14,4927.328
2013-01-13,15,4061.469
2013-01-13,16,7229.828
2013-01-13,17,8069.092
2013-01-13,18,6843.665
2013-01-13,19,4878.022
2013-01-13,20,0.0
2013-01-13,21,0.0
2013-01-13,22,0.0
2013-01-13,23,5227.582
2013-01-13,24,10914.778
2013-01-13,25,3174.2039950000003
2013-01-13,26,5713.734
2013-01-13,27,9239.83101
2013-01-13,28,7721.679
2013-01-13,29,0.0
2013-01-13,30,2932.589
2013-01-13,31,8238.797
2013-01-13,32,2569.8070000000002
2013-01-13,33,6123.217
2013-01-13,34,6559.63501
2013-01-13,35,2249.97
2013-01-13,36,0.0
2013-01-13,37,7128.303
2013-01-13,38,10035.788
2013-01-13,39,7750.805
2013-01-13,40,5254.032
2013-01-13,41,6301.52101
2013-01-13,42,0.0
2013-01-13,43,4636.879
2013-01-13,44,31129.350000000002
2013-01-13,45,27715.914
2013-01-13,46,26003.722
2013-01-13,47,27466.767
2013-01-13,48,22270.36
2013-01-13,49,15268.749004000001
2013-01-13,50,16617.499
2013-01-13,51,14753.413
2013-01-13,52,0.0
2013-01-13,53,0.0
2013-01-13,54,6442.847
2013-01-14,1,5651.68501
2013-01-14,2,5963.017
2013-01-14,3,14202.92
2013-01-14,4,5399.8
2013-01-14,5,6090.491
2013-01-14,6,7694.75
2013-01-14,7,8020.472
2013-01-14,8,9174.19001
2013-01-14,9,8723.624
2013-01-14,10,3384.093
2013-01-14,11,8460.26003
2013-01-14,12,3700.512
2013-01-14,13,3755.465
2013-01-14,14,5336.4320020000005
2013-01-14,15,4425.923997
2013-01-14,16,4256.067004
2013-01-14,17,5607.06101
2013-01-14,18,3975.5899999999997
2013-01-14,19,3820.142004
2013-01-14,20,0.0
2013-01-14,21,0.0
2013-01-14,22,0.0
2013-01-14,23,4357.227
2013-01-14,24,8373.67298
2013-01-14,25,3156.056
2013-01-14,26,3506.997
2013-01-14,27,4827.2019980000005
2013-01-14,28,3409.721997
2013-01-14,29,0.0
2013-01-14,30,2283.881
2013-01-14,31,5029.744000000001
2013-01-14,32,2015.1789979999999
2013-01-14,33,4427.27201
2013-01-14,34,5890.907
2013-01-14,35,2109.892
2013-01-14,36,0.0
2013-01-14,37,6376.966
2013-01-14,38,5942.527
2013-01-14,39,5322.9
2013-01-14,40,4145.396
2013-01-14,41,3326.256
2013-01-14,42,0.0
2013-01-14,43,3534.178004
2013-01-14,44,17518.412
2013-01-14,45,13467.194
2013-01-14,46,12345.809000000001
2013-01-14,47,13685.84902
2013-01-14,48,8997.085994
2013-01-14,49,8095.553
2013-01-14,50,9432.88201
2013-01-14,51,10732.842
2013-01-14,52,0.0
2013-01-14,53,0.0
2013-01-14,54,3394.265
2013-01-15,1,5204.174
2013-01-15,2,5841.514999999999
2013-01-15,3,13860.338
2013-01-15,4,6089.669001
2013-01-15,5,6209.218
2013-01-15,6,7587.932005
2013-01-15,7,7888.646
2013-01-15,8,8567.557999999999
2013-01-15,9,8599.90498
2013-01-15,10,3848.84102
2013-01-15,11,9064.25597
2013-01-15,12,3999.869
2013-01-15,13,3769.515
2013-01-15,14,4770.311
2013-01-15,15,3736.047005
2013-01-15,16,4684.52
2013-01-15,17,5240.76401
2013-01-15,18,4686.08
2013-01-15,19,3106.69
2013-01-15,20,0.0
2013-01-15,21,0.0
2013-01-15,22,0.0
2013-01-15,23,10066.204
2013-01-15,24,8755.13
2013-01-15,25,3005.576
2013-01-15,26,3794.024996
2013-01-15,27,4514.514
2013-01-15,28,4008.027004
2013-01-15,29,0.0
2013-01-15,30,2787.05
2013-01-15,31,5492.106
2013-01-15,32,2097.696
2013-01-15,33,4646.010004
2013-01-15,34,5890.276
2013-01-15,35,2539.786
2013-01-15,36,0.0
2013-01-15,37,7696.86301
2013-01-15,38,5056.758
2013-01-15,39,5418.598
2013-01-15,40,4590.991
2013-01-15,41,3116.790006
2013-01-15,42,0.0
2013-01-15,43,3689.284
2013-01-15,44,15761.721
2013-01-15,45,13640.937
2013-01-15,46,11744.59401
2013-01-15,47,14380.484
2013-01-15,48,9573.603000000001
2013-01-15,49,7533.966
2013-01-15,50,8698.28995
2013-01-15,51,10648.973979999999
2013-01-15,52,0.0
2013-01-15,53,0.0
2013-01-15,54,3225.449003
2013-01-16,1,6733.596002
2013-01-16,2,7145.498
2013-01-16,3,16888.118
2013-01-16,4,7106.776
2013-01-16,5,6821.91198
2013-01-16,6,9183.523
2013-01-16,7,8314.345
2013-01-16,8,10511.751
2013-01-16,9,7858.054
2013-01-16,10,3090.116
2013-01-16,11,8349.785
2013-01-16,12,3215.464
2013-01-16,13,3089.911
2013-01-16,14,4254.095
2013-01-16,15,4319.945
2013-01-16,16,3356.067
2013-01-16,17,4666.534
2013-01-16,18,4222.622
2013-01-16,19,3307.452
2013-01-16,20,0.0
2013-01-16,21,0.0
2013-01-16,22,0.0
2013-01-16,23,4582.55099
2013-01-16,24,10363.573
2013-01-16,25,3854.7
2013-01-16,26,3580.056
2013-01-16,27,5210.396
2013-01-16,28,3646.359
2013-01-16,29,0.0
2013-01-16,30,2086.946
2013-01-16,31,4025.658004
2013-01-16,32,1832.261
2013-01-16,33,4688.104999
2013-01-16,34,5774.602
2013-01-16,35,2168.956001
2013-01-16,36,0.0
2013-01-16,37,8429.867995
2013-01-16,38,5681.722
2013-01-16,39,4554.361002
2013-01-16,40,3856.578998
2013-01-16,41,3132.384
2013-01-16,42,0.0
2013-01-16,43,3415.579
2013-01-16,44,21994.873
2013-01-16,45,16801.528
2013-01-16,46,13205.68498
2013-01-16,47,16137.23
2013-01-16,48,9480.698995
2013-01-16,49,10288.212
2013-01-16,50,10889.741
2013-01-16,51,13738.811
2013-01-16,52,0.0
2013-01-16,53,0.0
2013-01-16,54,2490.915
2013-01-17,1,4942.474
2013-01-17,2,5706.2010199999995
2013-01-17,3,12990.798999999999
2013-01-17,4,5024.425
2013-01-17,5,5739.371
2013-01-17,6,6800.054
2013-01-17,7,6822.315
2013-01-17,8,8372.51901
2013-01-17,9,7030.043
2013-01-17,10,2878.127
2013-01-17,11,8179.532
2013-01-17,12,3499.295
2013-01-17,13,2976.131
2013-01-17,14,3936.944
2013-01-17,15,3785.211
2013-01-17,16,3791.625996
2013-01-17,17,4434.525
2013-01-17,18,4176.618
2013-01-17,19,3072.527996
2013-01-17,20,0.0
2013-01-17,21,0.0
2013-01-17,22,0.0
2013-01-17,23,3871.6279999999997
2013-01-17,24,9992.217
2013-01-17,25,2616.904
2013-01-17,26,4072.082
2013-01-17,27,4310.253
2013-01-17,28,3680.455
2013-01-17,29,0.0
2013-01-17,30,2412.867
2013-01-17,31,4589.045
2013-01-17,32,2225.467
2013-01-17,33,4097.794
2013-01-17,34,6387.03
2013-01-17,35,1909.577
2013-01-17,36,0.0
2013-01-17,37,5752.5840005
2013-01-17,38,4979.514994
2013-01-17,39,4957.036
2013-01-17,40,3309.084999
2013-01-17,41,3228.48
2013-01-17,42,0.0
2013-01-17,43,3431.708
2013-01-17,44,14999.145
2013-01-17,45,13044.089
2013-01-17,46,10424.633
2013-01-17,47,12572.428979999999
2013-01-17,48,8639.744999999999
2013-01-17,49,6989.17698
2013-01-17,50,8389.745
2013-01-17,51,9776.874
2013-01-17,52,0.0
2013-01-17,53,0.0
2013-01-17,54,2680.214
2013-01-18,1,5923.124001
2013-01-18,2,7439.4929999999995
2013-01-18,3,15057.814
2013-01-18,4,6419.2609999999995
2013-01-18,5,5656.092
2013-01-18,6,6984.248979999999
2013-01-18,7,8593.85
2013-01-18,8,10153.301
2013-01-18,9,6157.97599
2013-01-18,10,2666.408
2013-01-18,11,8592.00699
2013-01-18,12,3758.635
2013-01-18,13,3251.225
2013-01-18,14,4178.770998
2013-01-18,15,3339.8340009999997
2013-01-18,16,3554.046
2013-01-18,17,5285.722
2013-01-18,18,3412.143
2013-01-18,19,3335.402
2013-01-18,20,0.0
2013-01-18,21,0.0
2013-01-18,22,0.0
2013-01-18,23,3658.67001
2013-01-18,24,10083.15
2013-01-18,25,5695.54602
2013-01-18,26,3239.835
2013-01-18,27,4261.035
2013-01-18,28,3103.998
2013-01-18,29,0.0
2013-01-18,30,2196.395
2013-01-18,31,4163.022998
2013-01-18,32,2181.531
2013-01-18,33,2839.087
2013-01-18,34,6365.298001
2013-01-18,35,2030.218999
2013-01-18,36,0.0
2013-01-18,37,6975.128
2013-01-18,38,6302.845
2013-01-18,39,4518.464004
2013-01-18,40,3206.848
2013-01-18,41,3250.029
2013-01-18,42,0.0
2013-01-18,43,4190.814
2013-01-18,44,19238.57502
2013-01-18,45,16202.473
2013-01-18,46,12069.49199
2013-01-18,47,16478.937
2013-01-18,48,9282.914996
2013-01-18,49,8771.33501
2013-01-18,50,8570.641
2013-01-18,51,10604.76602
2013-01-18,52,0.0
2013-01-18,53,0.0
2013-01-18,54,2890.448
2013-01-19,1,5895.146
2013-01-19,2,8905.371000000001
2013-01-19,3,20455.317
